uuid,KMeans_n_clusters_5,GaussianMixture_n_components_2
qlQ3EFOGAzK8wfMWpoSlA2AzAxqqFOw4hgNQvmPEFRc=,1,0
qlQd9Wz+tFL9qpWYkCALbiU6bE8UokriYjhx7Gi55U8=,4,0
qlRGpUZQwTlub4zCpW7oAalecBqSSC7rVkY9wM3UQTg=,4,0
qlRrw34/PzUkMrWEaSQqr/vwBeUCNsd9B+evIcWqVQA=,1,0
qlSlbIxWuaU+bq/pPhv9ogabgZSv65O/SNlyWe73bz8=,4,0
qlUYmBf75iddEpm9db2o9I5c1RK10/bQLbdqqO/Buqs=,2,1
qlX40ZT6mmjzSHb1ILL9JUbTqhOtxMGn3S/60IyTyFQ=,3,1
qlabj/U1rfgPkSwKhYuuhCK1eJWV8A1DLDJF/Ujpjbk=,4,0
qlat7x7WdpNrAQsrWbqEfVS1CZ96+3KL2XAFi8HJr5Y=,4,0
qlc+BLUzNZIunRGa/7Z+cjqnE9hx3Qhi4D9U8Rd+aPo=,1,1
qlg6duPq4+34WLNoD1tzMYAwA5rZYuT6y3o54hm4Dpc=,4,0
qliWZqzdYHtBuhidjEsp825NM7+SqLV9nPz1LPm8Egc=,0,1
qlkEek9hlUujoJDfNQ0vizXxQYQteWXX5y+J7X8XrAI=,4,0
qlpAmBwGyzBl1pBHjd2sTIPMZ5Cqbo61udAoUgJEeis=,4,0
qlsebF9QimJLdKI4oxDTe3qrwgoiJ6+yiQIzpVL+tAg=,1,1
qlxhFfQrUylBs40JFZyuk68mobb9B6GrI8hV7kR9lnk=,4,0
qlyJ/mHDewjarm8BonlE4dwDVN3j46gUuHg4UqDoG7I=,4,0
qlyQinz5DHDYht7Lu9R+Rznqnaq/CPeS/tbVMI3tRDY=,4,0
qm+5KAvoSaZvjlGBHu7AABNxTV1Sluqg/C5IHLnZseg=,1,1
qm/xT0X+tj6KKODy7z+3/snAbt5x9dIgr1OEz96XSbY=,4,0
qm2eyjOdgRdUavohX11uia11T008PBUM6izl/wqH8RM=,2,1
qm8zqbOYSqaMrUEV0uLGdn90OqI7HWa5sFNVHZs/HTY=,2,1
qmA20vUV3wpyfPjweC+oOxayYw6+IHv+pqJJV2tgvX0=,4,0
qmANvD6ScyVZgxyyhp7twnxHBMQrIXAvMU7Hg0jRwMI=,4,0
qmBpkLImfwWV5Nj4MHOlb5dz6cGiHaUYi3xDMIbP1io=,4,0
qmDopmgXwz69XhFUEokRbI+f3cbO6LtSHvY22M3VDkk=,4,0
qmE1mtlWOEOHRpT4xK47r0nYp6IoaPbOSgXNrECdyqA=,4,0
qmP2Vq2TBd6QvM/tKsHNd8cZU5UnEt5rKhYRCZT0BDs=,3,1
qmRTCOPc0VmFpQ4pWCBdn98Xqsm7mRZPnyBRybW0gMk=,4,0
qmSgHUzKUyBQJXVf30KfMf0IIgmbiymO5OhyHi6J3CE=,1,1
qma/rCnPRaenQhxygt0Qzlxj27X8F1Ufs8sOpvnQCkE=,4,0
qmcU3X/M9/ijQbaVPkeGQ02hqbfrjGUfnnyg5l1NaCI=,3,0
qmgdSGQRvw2R5TkqhHILtM5LEGMi9v9cxmiLcaXlDcE=,4,0
qml4aCY4I3UoMg3avRRhbXOoi7L3w7fRidaWUmMPuV4=,4,1
qmmeIz04X5NitKhGhkDl3jo5HRQz3jfSx+YiU0mvczs=,4,0
qmnEKp1bHoxCsz/JVS9HTaJ6eNIkytL5NzlKQG4Zqv0=,4,0
qmxLKvG4w5L79ytF68Fhc2WOYeIW9EjPUg/qMU/A9h8=,4,0
qmxa0vpmb9fk9aC8TeoZhXOE2xNLkSCRDyPsEqLKCqk=,4,0
qn+i4qfGAo5L08HqoJeaRNa3SJDn+AuLyE7b1rxviTc=,1,0
qn6RCc8MK7nsUK2Vm8MGnr4SwehzXNq6raCofiISvbQ=,4,0
qn8lJK4n64ulzY5RM4pP+5ZLnlwhQFI2Kquw7FKmUrg=,4,0
qnGvIMitoq1wLNdPSo15rDi2STUxflHKrRRR61cT2Iw=,2,1
qnS4dLA3U3e5cPVPpYO3OiSQwyiO3QAaFcATv0ooXOY=,0,1
qnUhPCPN7JVLYPxEFxqQYWc/BZkNXykK6ezKeEoUW/s=,4,0
qnXpuxSET6TRdwsc7Bm9q9x/iQFMIf+mzl3YWcD0p8U=,4,0
qnafXIPbHZRvBeGUJAEW/zToKw8n0WDizWCj9K+xdSU=,4,0
qniaiyffHUvvllTGTogSN40cCxp6pOx8qjF6HxgXp3o=,1,1
qntDRsk/e8u4SCIbxRDwAtioQzOzLhTDBz/OgsH+2tY=,4,0
qnwKQV4XIiniePLTh4wnCaeWivL05x6WaYru/48mZJo=,2,1
qnzATRnb5sMed5LVxn9b6ARZUqgGDXPOAcG6n1mU91Q=,1,1
qo5D63J1RjT9YPTJsFbKo9GAamD5iF6XMdpGMPaE9g4=,3,1
qo8QlY0XsqyavkeF4P2gDANFCX2zIo0quBNtjAbn6jY=,4,0
qoDcVQm6C9rCZ20fMVaA+pMROp1MZjJpe2R7g+sBL9w=,4,0
qoGYw0vrFONtjgd4l5GR+y24+xX1eCGtF+1ZtNq5Zi4=,4,0
qoK1YIJY8gdjnnOeNI7NyFc+quOdINkxw5gFxaVX+YY=,4,0
qoRbIeGrkejI4n2JoqqeB/vWJw5H7LqX7SKYAK4ySLU=,4,0
qoSFk15w8ZZMjPuRfhBalBkM71BuvyFFT/wlzIuIZVw=,3,0
qoSP0c9KvCwvId9ai24e+A0NCC+GGdQh2K7DMTOFrrg=,0,1
qoSsJaD6ewrL6BZu7gwu8hTtm3z0HnfRO2xGyiyeHI8=,4,0
qoTNgE4sLrFdreJ9CykgBQ9LFVx64um9VCcQINfNe9A=,4,0
qodkiIig/p6WWVdT36f13e1T3D8XFjAm5LWOlJ2ji3c=,0,1
qogeO+Krz0nRXu8X4FTFuLAHAcfyjFtDd4JvcxvD28U=,4,1
qogj1ry4o0xjN672a0sI/q+YRd58zs0jgeUWWfV0deU=,4,0
qojYXwjfWDT9P+MYFtrI7o4fVJDKkByIiP8VQQ4IE3U=,3,1
qokglQdakZCitjuC/5B5MMPOob7Jy/0+X0LXPzzJQxI=,4,0
qoopOpxQZfUOnT0CP1qHC4F9ZjC+2J4nvQ6VyFsDL6A=,3,1
qosl1lucAxU71wRLqzOOPT8qQREEBKRAdWebWmw/ysg=,4,0
qoudIto/I8rcNuOuY1X5TNXvoxWMhvgDmApUgl3bDyQ=,1,0
qp4xVJ1e42rx0R61XMNW6q4YB17+9JWnyy3Bx05/VZ8=,4,0
qpHk4aLl1pZnYKEu4A62ijPK/x2fDwr00JUV9nVTiyw=,3,0
qpP6iZVfFqUrUOJlHIGqTEZj+8QUyAFBAkEZ3cAtRew=,4,0
qpTQKPu8aM7KND4tqiIANvdRgEB7t/JjZaj0SJdAcr4=,4,0
qpXV1SN1KtK36YqEwcCNz1w3N7h1t7aLb5z6K7PoagE=,4,0
qpXwEtirVrcsvyoJDmNrWj4o2eVsW+EO0y/X4Q94hOg=,4,0
qpc77KB7ErqaMGTeV0Iwp48yeLb9e8dam6RwKrsqy+4=,1,1
qpteNnpZFxHvI0PMDmEiyZo5OojznD58gJDF1AaeWqk=,4,0
qpv37F2u0oa8WkxO1fN46mCr4vXp46R8r5aFj5uvuKg=,4,0
qpw9o/8kafHGkTV0pAt20eGaxk/G9sszwRnHwa+R2UI=,2,1
qpwxufu50NdaCnARiIpP14RMdN1n/481fFdl9TJ0TtA=,4,0
qpxCXDT1FtXJhZ/J5CdX2OBSIA8HV6zb/Ij0ZnJ3Fls=,3,1
qpyWZbh7Iw/VPOn1AMYpugUHBGeKF0Kjy9wDA3eEcUI=,4,0
qq/ffg8p73LUePmqflqEozyVXM2KsYRMIMOUYnILFVc=,4,0
qq3VWHHJ9qrMuTJBczCPe2XHk4w9CLIBBqt2zRehHY0=,1,1
qq3hxBIgRCh76wejOw+UTBbbe8F3IpguVQzE+50mTzc=,4,0
qq4TDhJf/1gzUVJzWY1MBF40hOwGwBonYggo7Jgm+U8=,4,0
qq5TTMTeO2h6JtTCIqGjyuiKBJid9Dd21jWgJLb/VN4=,4,0
qq5XVO568oTvq8NwD6Awla3DN92dqw0R1o8z3q3ZmzY=,2,1
qqAd/xhMzmMQa8ClN/btNEXp+gD+XWVXmBscPjW4z1E=,4,0
qqAhcTM6cJBfkUdxil3NNnKaOQjykxrFAjpLa5zxvq0=,0,1
qqC2i79j0HbR9HFRSRHxSV0KanducI4MBRAnRrSa2MI=,4,0
qqDmvwUrYNgUEq7X1hRjKfx57Ki8cIcYoFV2ax76MHQ=,4,0
qqM7O3/bQCFEAqYeeaD/58RP9WyetEAfJfU/m3DXoIs=,4,0
qqOYpF0purImbd1nsSCDNlo1A3iHmtBdutMpEyQF4l0=,4,0
qqRrX4ZHBOx0psdXZvB2HHSJMF/R/FyZ5uzCCXCIo5A=,0,1
qqS+eerb+EnIM/ydZIdfW4i0W6PdJ0+YA25hM5o19a0=,4,0
qqUpEb+M6+vUyJv1AIyGUaYJu3hBfwDqOJCs7eXm+qQ=,4,0
qqdTP16PyrAcpMu5XDiSdSRni/zsVc1444bpocQnlZA=,4,0
qqp55JvbzCxRAlhnzKmKqqhNrbCivg7kfYAA1nA9BCE=,4,0
qqrEWWs4deAb2NEphkuNxIn7aFe9qkF/qB9P6PL/4o8=,4,0
qqrXXUTBNbMlnjoaYAO7ss0LNrFfJlTGxTt5ZiQwuHY=,0,1
qqwPFPnQ20y2JTWXtkI5LEut1FufTGGNEFOt5Fxw7lU=,2,1
qqzjnsTIMW3gWSPwscl78iNgGwXgf7+5NNJqKpDeRyc=,4,0
qqzksvN6SG+ovsf54/Z4tEjZ1ULlBUqrqdzoJ/IVpG4=,1,1
qqzsbp1+UYQB3E1697xOHKUVmNVk3L8lLelRDfPGeL8=,4,0
qr1+8eZ0UMPIIBIF65GtCdHJonWSH6qjXY+NRUqPUPY=,4,0
qr1hKwMPCKx6Hq1FZYnKr7EKfrCj006EWRimUZIfyfE=,4,0
qr2t77lhc/pLHs30aaBTs03I7AislQFwV4VZgUpHMQc=,2,1
qr7C/fRqadSS73nKA/GJZj5sLLiwzSK8cQ4GZ9zbcOY=,4,0
qrA+xY3rxrpzCnvXcVT02zfxOo0Sv8fEbtdhqzZEWPY=,4,0
qrHAoUkYt05mx5ggqGCx2lq+T/6tLuT33+bzjg6xqwE=,4,0
qrJVTvu5ozFk/msWpY0YwBtOELPZOopCUW9BxO+CXCs=,2,1
qrOVE7D62iR5Sr7QnLleAfmoD29YjsA1MtNmY3d0EjI=,0,1
qrPSU/4F+2iJqZyJqCtZA+3Tg93YN78FTwrhfGUoSSM=,2,1
qrS8OCwylEg0YiuXmWnZTsmTlhIFbSr7uWBZf7yF23s=,4,0
qrSFqihNvJ9LBtblgXKX2aefAPYWDPpV+zrP+VA6VCw=,4,0
qrT9SdAzRPx5KNd5HEpjL+OrUaHPZxlgysenFA+yFgk=,1,1
qrX4Xe9hZhfVtFiCPZjA+5138bTZM9gtVy6yGjN60BU=,1,1
qragCQ05J6D5PGmfuTGmVeAMl+r4PaFDYvAKUl6lrig=,3,1
qreFZTn1irxq+wfT7Gf214DY2kuUreDO3EFkUbJ7scg=,2,1
qrhYLC8GI3VGjLQv7qGaKdK9QLUC+1oxgtp9GG8hUME=,4,0
qrjPUWYpnZmCgu05bFcVtT6Dh4c0B85odYVPvTfFZF4=,3,0
qrkFydQqViyo4X2tkdP6kGgCO29dJb7uXslXgoGB03k=,4,0
qrnmeqfJ0HDUjnQajIk/tBHb/OUM88Dj5JlxrjG13Ic=,1,1
qrs+J4LgFYJowt7K05sepkRaOLSsNEkk2rw0+fsM204=,2,1
qrsMb8g/+Kxd4eslzaYZ0BimTTBKsU5KPSOXk3Q+6/Y=,4,0
qrvrZtbOFFkfN7zNRc6PMryUNKS5+M1FV+n+8uRPbh4=,4,0
qryVgw9iHS8rjrfRe+7TLnH3BzItczAD0IKsvNdm9kc=,4,0
qs/p65fSxluNYhE0HZ4r5jl1w7tmOwyjDNgIust5e20=,4,0
qsBPokCWA7edQAr+XAFoZ6zj4BozSz2ib+XPRrCY76Q=,4,0
qsECaDsnrN0L1YrIn5Au5vQCYJ/N+2KKH3duP1pG2EE=,4,0
qsGWWXIkYgD6tzCaXY3RVll9Y+jZodfl3OKi3xHnPSc=,4,1
qsL6YKq5zDbYtOItgaTxgsVZ7Ix8JWMFOYYcBqz5oyA=,4,0
qsMGKMF/JE3Vd6wymdFd1O+EOLCasE+pu/n3DfZm4mQ=,3,1
qsR9jPWMCySoLfDz4qYWxxZ7STMp9cBeVs51ZxPbPzg=,2,1
qsTWTif70wcUjYY0w65X8P6sPc2hzjisA2/aNfkDXJs=,3,0
qshmjO+pNKCdYcietCqbmt/ednwLAGRTT8b+mKBDyP0=,0,1
qsi8bQrAJnFnGH3YbeTI8YYd2zov1zHgTwyRQf3/+mI=,2,1
qsj2yB4Kiy6hv4UCQ6nuTyIFypV9zm1yKbgpISrhaf8=,2,1
qsn1+f/Qy8QezJhA9NV3pYWsYBfRTaRCujM5NM9lvWA=,2,1
qssDmyHBNmnh0GiWZ1jqZxWUj5Kei7WIgHDW8Ol7WNI=,4,0
qsseAWvKzojXmtO5KreZNiDWQfpqojQKOQW72by5QHE=,4,1
qsujjwm7W//LtdZQqrAnfkiNr3Jaxmbj3F+OyiwkyRs=,4,0
qsuk0y61LOE4rkZQ3MKQM79KSys4fXT7n+H456nGJLk=,4,0
qsvpX5F0LW/5Q2XU/0YFSDpyoy33IfGE6MZhIm/hK10=,4,0
qt0Qg1uL/sCZIMtAEYk4WJ3GK6Z9f6C/J6p9Cqcsvlk=,4,0
qt0dyZEu3viRAFSRqbuXK5MLeAgNf8iIs2MTC/RpbO0=,4,0
qt1dQGBX4SfNVExqOfInlrXORx3NHsG7KpTaXrkByY8=,4,0
qt1j80m2FH1jGWVKsQKx6NPfzVl6m/qhSq2E09tTzJM=,4,0
qt4m8swwC+W0qL8vxFsd+D/T1L0n/WyXGBhc/jnbHl0=,4,0
qt4yehb54FmWNEI/G+SpWLPAl7eGqlpuL3BOV0idMU4=,4,0
qt50pqdnbKzFgC9lo30cRX8uWh8ELRDrSS1r90u+jHc=,3,0
qt5BDmuE7MxqDNc9fHDj/QtdT6ulyBo0DmxvOZkL03I=,1,1
qt6LDu6FnyhbjaNimaf+LVGX/NgWLCirYJseYAzRSm4=,4,0
qtB7ZQwacCroQqekOw6z0PctU/JomQAQv07LT1qiXtM=,3,1
qtD0TCmIN0OdaBZAy2SS2pYCQ0RqxxBNuiY9yQn16i0=,4,0
qtINkDUyn5vp+06SgTKnTFwBN94JUD2ommwvi9ztf5k=,4,0
qtKlyTntA5hs/wzZ/TzX5r1+lUmLZemJFhmXDpUotZU=,3,0
qtV3kWLHb3p83IZvZNKs7cxm3nMjHGXtTvDxmg1yQ7g=,4,0
qtYnw1U2pOBg3hDfa6VsEUuzDlvupdKGLEaZVu/0W/o=,4,0
qtbBEvp1QoS1O7SgX3LLVqKB45ceG3VjHnRXq+aa6WA=,1,1
qtcOiwGkTyJUZycO+fSMhP6r7i4sPzVSgmTjdZvFoTA=,1,1
qte2do6yhj72LXRyWehgLAsfhIs+OQaL25CP7TC4z5k=,4,0
qtebeEwpqqpl8bXfTxu+ZGdttGZBbmeQoRQ42HNsMak=,4,0
qtfvC1a8oRXOinP0VPcxm5FALrnGlpi/DGzXibyWBbk=,2,1
qthtMVCvUHTRFC5PcjY1s9P0cimVV+5LclX6nUotV2I=,0,1
qtinlzVl009TOUM3m4gNpi06x0O/NVijjLOS+na1yc4=,1,1
qtiyTwj6Su8pzNco2FjeGro67KUbXLk7kVNZuC7piMc=,1,0
qtm7LNJwuW6fBql7dNcg1DUobodcdMcY961eaHDTnKI=,4,0
qtqAp0mkgUqRXE1rcsoUD08FfFXiVS2FQCpLrONpf4o=,4,0
qtsPxrdrsV7qVY2JqV/+w335f3xi/ixwMcmHLY6cia8=,1,1
qtuh/w2/xtzlglo+78SSFeF5szj4bR+VFzrvfW/DxPE=,1,1
qtwaR0Fw+y3irmZ24VOa6XL3DLrp/v/sZNkdtjDW2jU=,4,0
qtzWutH8jQuWAOV7zGEjFkL9XTb0onCoo+IU0D8SAcg=,2,1
qu0Le+9Kcg3lxpIQt3ubzPSVJiLzWsT9HKu8KrbFJp4=,4,0
qu34hv1TmjtEKBM7EDcOrO7/Yl59aWqUGEa/iTpcpnU=,4,0
quAwH8/2aK2HDWP3PcDSjdDRuzzdpqW3CqbSQGK6pic=,1,1
quD9XNuHHQ/xuHtFPerwPLeCCewjzg3HZ5JRhq9PvNY=,1,0
quLk/nJna5W7AxNov4sydBayBvRVqXgiAPYeOvIL2+I=,2,1
quWEXI6qY9ZaAIbV7TQzS6d8s+79+LlHRfnv25qNYEA=,4,0
quaty0nE9wyrAVh8oxRNFkjWFXpM9/iios78mRFnBM4=,4,0
qubhFjzFsREYcSd0rsu/MuX+YRHLzAPNbO9jaS2+sig=,3,0
quj/uDsSuVS/MXJoNh33iPFlTv3S4rIuySJ7HQAJbcg=,4,0
qumpMCUyAxPO71RQuvCoWf+XkP83JFoU2H1qWwRJyRA=,0,1
qunBXZUVfjPxPcoO9BUsccSiljOnIUhpVKBm4B82+ec=,4,0
qur9RtDoAcX7ZAXUBHvYgKzzcPUd1F00zMfu7pnX+d8=,4,0
qv+vToYAi+lJHG2iF4vK3/r6ziACHQ4ME0bP092Q4gw=,4,0
qv7wsNjsW3psea6zxmbHE2GzuvVEKstxRzIo3dldONc=,4,0
qv9b45xkzDPz5HRAWYsZICyTLrQkfj0e5EB4OgGuXGI=,4,0
qvAf2jM47jcD+w0s1A9q9qBll7mMlD38Z22DRkShhoo=,4,0
qvCZvyI5fJb5LY8J9dWLgq72JqmZjJKyXoAHeLlYO2c=,4,0
qvDUo1ioRHE0ZA1GBKucDWSS85RTa5XwjxbYr+PrzHU=,4,0
qvGy5WXJMhPwVsz/gvo2kUx1Pk3i+vVWggnFgvNqIks=,2,1
qvJ7yVEoIZlvvFU10rVGAsrGd6t8I5lpz06UjINgoGs=,4,1
qvMHl51j/iJtQB45TFW/9k/4CjNvyVS178mhIdKB63Q=,4,0
qvNj9RE9WJh8IYjbs0L9mpz7e9ERzM6K31f0VK9wNhc=,0,1
qvPl8DxJ52W95lbP8TDxnTXk9H8E2InF8pmFo+d5dXs=,4,0
qvf0+Kw/385szfOPF88diU3lAt7yDoJ1MRonVA+2ZhU=,4,0
qvg8/SR+kPo1XTNgWqvomNUlOTwWQnEcVYu2XA+et5g=,0,1
qvgPLbu4+iAESdOe8f9BslOz2LuJt3lU6MSg8V3dVUE=,4,0
qvmKvxhJSLlS+4D0/vp78qHq5nJVYp5qGk7pdPFBMII=,4,0
qvn4LaJf3zZfY99qDUeUhBZ38KMmeeWKoSouUZu9Ubk=,4,1
qvqO4c3tNSQyatXp/Hixcvhx3nkem4Sm1gtxFWDiEY4=,4,0
qvt6e+r44PlUX+2d0eCpChleCK90ecxpFp2VJRIOPCg=,4,1
qvwNu34TbrjR/J7EMgcmOmexhRashctwmCGtKcfesdA=,4,0
qvy8lJU27bRrlNRLu/1Mw8gBL6tMCsWiMeUmIrg/s1g=,2,1
qw/oKnot8boxMohYrthZUaHGjseoLJ/4Cm1eOOrVxwY=,4,0
qw2Kce/S280A3DRGg/0tn5dlXLt4IhrDdONO1K3kOGI=,2,1
qw33wRmQkvSV1vacTwF58SIxx7s4ap6fJgd7SmhQSGU=,4,0
qw3AcQuaBH+p8Gfp66WEUVHq3dq4cQAtr5hqrERX4lA=,0,1
qwF13fMhOYljsuqKrSQzZUUeLgwXYlfyWLsjS+2F+Rc=,1,0
qwO9EnhLatpHMbF49cMZ62pNx05uYVh0k8IOiLRh6O4=,1,1
qwPc+08M/m2s4lUYSUugSq03vhIcUyHUZb2X9hH75ME=,4,0
qweewHzvAlwzVu86CImfSyxcUX69QP4q9mpRgrHKM04=,4,0
qwglEFPouKPpJggwcuXGHchS81E3StEutnV4OwLmxRw=,4,0
qwgt5V95SNAqYkx1eL9qhSO7HVXjjajeT8RRkUkaTZM=,4,0
qwimQWbvyXbJ0M3NG9hIJoyDa/cjlxtydWSb3won+vA=,4,0
qx9sHWgaaLbuSWMT5v6VpqI+umTMs6AFtaSlk/fhgN4=,4,0
qxGtSq21IkHYffHgcoHEeJpYzB6LjosAy4HephJRLAY=,0,1
qxHynVT4Qtv9QXf7YDJkeJgfpMKY9r1AR8aEC8SRHEI=,3,0
qxI8v4UJtXMY4CKyIExx63sqNMz02VFDNhWoNHyBlY4=,1,0
qxQrqeU3Hf+a0d103fe8yw0uJ3d9u+nC6VpxGakKF8g=,1,1
qxR+FMFb1ukkEGxAa27XQz5UCMv49Y7Lpet870bi0Gw=,4,0
qxXIB0X3SQoR18SKkeqFIqv520uPOcRAizENCwnRkOg=,4,0
qxs9P6aeUF2IRDGrCLQRmM65qQQftq7NR8BXRrxzYnc=,4,0
qxvNKT3dJwzz+M1pSf6QSPDZBxDPOla/hwye+uRZufM=,4,0
qy2HZAMBe34D08d7OR+3ZWUBR5LxwWHOckRZeYu/lfo=,3,0
qy4Ksx2DnPDi3nu8tOwSOeEl9fYNEW3NmBIX9RGugl8=,4,0
qy7zhfIytzAZ7vZDeYAxOmPaieiFiSa603QVDWKrUTM=,4,0
qyKzbIFA6cNedeK5zydhJEDtatHrmXq5d4e5eDn7jHU=,1,1
qyYrl2aljimEXej0kXJRTEZRuK/eL+hSIhNaNDanE/E=,2,1
qybjN2vxHO83Bq+XNcKl9ATkahyaqQLRn+MZtxFomYE=,2,1
qyjd6gR9v06Ie3dNrB1o5ENIfPaovEtfae0jRzqer6s=,4,0
qyoNsbm/Mv2K9NDO1Y/Iw6L/RU0vmxVoaWLuYWb5Jo8=,3,1
qyqvJoRLe8tmkpGklvSaIxblX08wx6284Pp8QokxbiE=,0,1
qz285GTumUpL7+mO5yKU9/FxYOW9R6saQNeksyGpOeE=,1,1
qz468UEbAjluH1obEQVzkLc4qARCvoDml15u0r1+U1I=,4,0
qz4nAKG28CowYb+h6ns8lvOXdWqduAmKcx/FjOYKJns=,4,0
qz5HaYUkKkb5L4p09DM7PMUU88jBDJWr44WKsD5r1IQ=,1,1
qzD6oC+4MO/+63qSyFmvkOhAtFPGKMalvLt54I5eYmg=,4,0
qzHlQivKzaNY3X9dndEX069pDZlYMFjzMbg0A3EiUxc=,4,0
qzJVEp0spfG8w7X3uT3tRMaWlRxcUCDq7kh/g/eykRk=,4,0
qzZbKSOzgbx06iJzEk6FCUYgkDi/5tehoNVChDQKG/g=,4,1
qzZpNUI+oUndPl1uGSPL5/jmnuiBtY7t1N3uvMfS/cE=,2,1
qzcdrs7rd37WYHH9FUmWoCfS+FlCOG8Rfew86SXran4=,4,0
qzg2Ie4z0gPOc5hU+sxBR3Tf8EK/MPj6PAUzNNe4epU=,1,1
qziYz8FQMDIpFtFCx820xtRC8RqA7M3IhIw1U+STjxQ=,2,1
qzl36wursVq+IPuqKSBdnlNMcRO0d+LjiXPE1KP5dpc=,4,0
qzm+njtrTevSUDuh9Y9cwdgXDYZ/Wb06emFSwth38sk=,4,0
qzv5KCWnfYAVcZWtGPgJSbKvuAhASuxC0JLFZaYzKSI=,4,0
qzvNpg2/4Ft4EhyXaJe39GhoeDjHzWWscbS7HIG8i3g=,4,0
qzw4SME8d2bEgXfi13AaQaBc0oOi4B1WEuI26COk+lc=,4,0
r+6Op5OR0NNo9FJoMGYe49/leQJIU5jSbfBuCY87Jtw=,4,0
r+B6nlFhiaHfZuc0MR3gDlqnBN78AF06TC7HwT0MBgE=,1,1
r+IHYUwT2meUe+vMu55qpmMOURjqFAnOEanMWBhptDw=,4,0
r+LbqCxoX1nMhoFVw/3KxnzxITelNhs+ZM1tKVeV6U4=,4,0
r+MZtMJS46hzd8NTDMQgpY9qp/er6GxGeVA7LVDcUOE=,4,0
r+O5C9WY8WHuoFkYu/5PNeENsaQsS/to9+T/n4gtx1M=,4,0
r+O88LJ9zwbCe5uT169upw21txQlwbNSnoM3vSKY+Mc=,4,0
r+RJJiWLKibO6D+74N2O6cn1mv19vMcv5YYISQSGfV4=,1,1
r+VZGRCQ2hr0ZVYmUav3lo3JIV/7eSN+kyqNsvw8b1k=,4,0
r+izib+Pv1uywzKY1j6854Fq48oLg/nYkGXjuhdgM90=,4,0
r+kKUL6vt0OIeXSaKxwyi1akY6HYloJEzo65p9WfxLM=,4,0
r+nBKoc2VnAef7q9ZaSp1yQVuc7gajtB42pTPn9BBOE=,4,0
r+o61LvvGWHuUOohPKc3L4OEcP5hRZUJoHTazhDi1ug=,1,0
r+rlohgZrdKVDmBdgnf3BneVqytEaGkzPgebUwISPfo=,4,0
r+sM0U52xcyVvCmEor4Ir3kAWKHSHqDd4O7aW+plpIs=,4,0
r+uMxrEY1dQRlt/AX57Lwzdu1dQME3g6xf+4ihDbwJI=,3,1
r+uXds6C75aDeqyy8P/5yOhDvIiK4aG9W3h1lDAgtmo=,4,0
r+xmXM89s275dGEGJw6MzWz4OcYe5i/GMMOOrsihimc=,4,0
r/+H2iRD8hFTNOlYDlOVKtkLGaHV4DQvXJ3OG2R9TcA=,4,0
r/3tyrUunVPmsE+AgDX88cO9PzkG7hO7ng7CE6t8XPg=,2,1
r/8o0r8P/nIDN58u5MrFd0J9Swsi7bhIVxd6bB9DuOE=,4,0
r/CFq6RGsuDeCaGQ9WsKlQnXQhAMNc2MOmPsSeeewdI=,4,0
r/FBnI5gzw6aRi0oBoJ27U0+SC3QQmPoM6rZFpaKtuU=,4,0
r/J+5wjt47coymQ28NnYHG+sAT6UIpLyIniRKI/N75o=,4,0
r/KyOnSVyevujtmUM33UR8owlxYKPX6VnXAvxTnDzCg=,2,1
r/WltnjEmiKDwEgYTniVyvlp7ubLKqjZkYAkodKqrEE=,4,0
r/aGZIdmgoVVoen8D4WpIRQxLgBhCWsmt7TkIM2vTB4=,4,0
r/bjmQCN29ePdJd83WXhwpBK9gKTKxbNNnlIubyW+c8=,4,0
r/ul+LjAH4hbS2QZgmUnG9t9hIRzxVeO8UFDCVgOHvo=,4,0
r/zi7N4gYSS/jYXyJhYYihzbh0ZLMC1b19xrRYFxGTk=,4,0
r00LjSZpRzydaLpo8g2aiQpbpT2G49N6KfFOiVVx0VM=,4,0
r08dZB3LNZ3AyxW+WuCbPouOc1io4SWX//5OYZi//+w=,4,0
r0Ce6xsDHFKMBDghT/NlslOy3Fy+RMexrzkTAoF9a2o=,4,0
r0K7gC9udbMwf82dco4KtrCdzULapRtVAGuAEZo7S6M=,4,0
r0Po9vQ85FOCTc7z7t8skeQA4VJnXhR+lN5mkosUBqk=,4,1
r0W/8RbMWprXj20q05oLC3EIUcq+dK6wOm5YJykAhoQ=,1,1
r0WFNm/mqSFT9IMtP+mmk6OC/2HxPgY/DdVW2mFx6GU=,4,0
r0Wj/dTrl0d2mYq0lz2Dq2eETOnQTfDLuDYgvczdrXQ=,1,1
r0irgSSKcGyUoM0eCiut8UjKmlFg3Xby3m4kadAfcS4=,3,0
r0nZrR3/Z7QDraxGZ+cBXWx6YTEoCN5jdVHjSVxg4UU=,4,0
r0os5PEeCFEWrjbUvF5qG0lqOJAjdZO4QW6ttd9edpE=,3,0
r0s8O6X0qJacU7Sk3fpXU+N4RUzJul9p/oY1pN0UObw=,4,0
r0u6Fo7Gp90hA4eC4Fp/IPTBOoFHiWkxiTSfZfyNk1I=,3,0
r0yECFuBP+3UrbjAVAqrdu2hKhcKr5kmYbXWTkB2R/M=,1,1
r10GEx+lLu5gf3oA76tPhNFtr0URwlM5zOXEMloBd8M=,4,0
r114SDVjCFVn7GNy9TNH+UbigdzT61eyRaJF6iBnrxM=,3,0
r15mTea8f45QFSAyNWft4VCpqX/HjbRrU8W7qeOTlfE=,4,0
